time,close,open,high,low,volume
1739948400,77781.0,77779.0,77781.0,77779.0,2
1739952000,77028.0,77028.0,77028.0,77028.0,10
1739977200,77717.0,77654.0,77717.0,77654.0,2
1739980800,78354.0,78354.0,78354.0,78354.0,1
1739988000,78425.0,78425.0,78425.0,78425.0,1
1740042000,78000.0,78000.0,78000.0,78000.0,1
1740056400,78283.0,78500.0,78500.0,78283.0,2
1740060000,78386.0,78386.0,78386.0,78386.0,1
1740117600,79498.0,78875.0,79498.0,78847.0,14
1740121200,79150.0,79150.0,79150.0,79150.0,1
1740132000,78788.0,78788.0,78788.0,78788.0,1
1740135600,78343.0,78343.0,78343.0,78343.0,1
1740139200,78000.0,78120.0,78120.0,78000.0,3
1740150000,78000.0,78177.0,78177.0,78000.0,2
1740164400,78600.0,78516.0,78600.0,78516.0,3
1740168000,78771.0,78771.0,78771.0,78771.0,1
1740376800,79000.0,78950.0,79000.0,78950.0,2
1740391200,78800.0,78800.0,78800.0,78800.0,1
1740398400,78122.0,78140.0,78140.0,78122.0,3
1740405600,78192.0,78000.0,78192.0,78000.0,2
1740420000,79255.0,79255.0,79255.0,79255.0,1
1740463200,79000.0,79000.0,79000.0,79000.0,1
1740466800,79873.0,79650.0,79873.0,79650.0,2
1740470400,80004.0,80031.0,80032.0,80000.0,4
1740474000,80451.0,80242.0,80451.0,80242.0,3
1740484800,80534.0,80534.0,80534.0,80534.0,1
1740564000,78820.0,79700.0,79700.0,78820.0,4
1740567600,79310.0,79172.0,79310.0,79172.0,3
1740571200,78620.0,78820.0,78820.0,78620.0,2
1740578400,78220.0,78439.0,78439.0,78220.0,2
1740582000,78590.0,78500.0,78590.0,78500.0,3
1740585600,78026.0,77820.0,78026.0,77820.0,4
1740592800,78079.0,78079.0,78079.0,78079.0,2
1740596400,77704.0,77704.0,77704.0,77704.0,1
1740636000,78324.0,78324.0,78324.0,78324.0,1
1740643200,77244.0,77558.0,77588.0,77244.0,7
1740646800,76840.0,77559.0,77559.0,76840.0,6
1740650400,76000.0,76200.0,76200.0,76000.0,5
1740654000,76300.0,76300.0,76300.0,76300.0,1
1740661200,77371.0,77371.0,77371.0,77371.0,2
1740675600,76171.0,76171.0,76171.0,76171.0,1
1740722400,75925.0,75750.0,75977.0,75750.0,4
1740726000,75650.0,75832.0,75832.0,75650.0,8
1740729600,76332.0,76332.0,76332.0,76332.0,1
1740736800,75853.0,76359.0,76359.0,75853.0,4
1740754800,77185.0,77215.0,77215.0,77185.0,3
1740758400,77223.0,77223.0,77223.0,77223.0,1
1740762000,78250.0,78125.0,78250.0,78085.0,4
1740765600,77585.0,78232.0,78232.0,77000.0,4
1740769200,77500.0,77169.0,77500.0,77169.0,2
1740981600,76705.0,77013.0,77013.0,76705.0,2
1740985200,76210.0,76426.0,76500.0,76210.0,4
1740988800,75216.0,75808.0,75808.0,75216.0,21
1740992400,75381.0,75381.0,75381.0,75381.0,1
1740996000,74982.0,75473.0,75473.0,74982.0,8
1740999600,74911.0,75001.0,75001.0,74798.0,5
1741003200,74780.0,74781.0,74781.0,74780.0,2
1741006800,75430.0,75430.0,75430.0,75430.0,1
1741017600,74981.0,74981.0,74981.0,74981.0,1
1741028400,75922.0,75370.0,75922.0,75370.0,2
1741068000,75600.0,75600.0,75600.0,75600.0,1
1741071600,76244.0,75600.0,76244.0,75600.0,3
1741075200,76117.0,76107.0,76117.0,76107.0,2
1741078800,76122.0,76122.0,76122.0,76122.0,1
1741082400,76163.0,76163.0,76163.0,76163.0,1
1741089600,75901.0,75635.0,75901.0,75635.0,2
1741093200,75492.0,75099.0,75492.0,75099.0,3
1741096800,75400.0,75400.0,75400.0,75400.0,1
1741100400,75462.0,75144.0,75462.0,75144.0,2
1741104000,75591.0,76037.0,76205.0,75591.0,27
1741107600,75979.0,76103.0,76103.0,75979.0,2
1741114800,75852.0,75885.0,75885.0,75852.0,3
1741161600,75830.0,75810.0,75830.0,75810.0,7
1741165200,75431.0,75805.0,75805.0,75431.0,2
1741172400,75714.0,75714.0,75714.0,75714.0,1
1741183200,75122.0,75457.0,75457.0,75122.0,8
