time,close,open,high,low,volume
1739944800,18377.0,18291.0,18440.0,18136.0,317
1739948400,18240.0,18374.0,18408.0,18230.0,604
1739952000,18119.0,18250.0,18264.0,18057.0,1476
1739955600,18115.0,18080.0,18205.0,18080.0,225
1739959200,18266.0,18118.0,18301.0,18065.0,654
1739962800,18297.0,18274.0,18354.0,18274.0,108
1739966400,18313.0,18314.0,18361.0,18261.0,156
1739970000,18336.0,18330.0,18400.0,18306.0,441
1739973600,18469.0,18369.0,18500.0,18303.0,519
1739977200,18427.0,18499.0,18500.0,18408.0,82
1739980800,18675.0,18500.0,18723.0,18449.0,411
1739984400,18850.0,18685.0,18907.0,18675.0,573
1739988000,18787.0,18845.0,18923.0,18766.0,126
1739991600,18690.0,18833.0,18833.0,18690.0,67
1739995200,18771.0,18703.0,18772.0,18677.0,34
1740031200,18639.0,18676.0,18785.0,18585.0,163
1740034800,18536.0,18658.0,18658.0,18525.0,188
1740038400,18502.0,18531.0,18567.0,18450.0,180
1740042000,18641.0,18514.0,18641.0,18421.0,638
1740045600,18604.0,18648.0,18658.0,18565.0,444
1740049200,18620.0,18573.0,18639.0,18537.0,119
1740052800,18643.0,18590.0,18713.0,18580.0,75
1740056400,18664.0,18655.0,18700.0,18634.0,51
1740060000,18626.0,18657.0,18687.0,18590.0,415
1740063600,18470.0,18598.0,18598.0,18421.0,571
1740067200,18513.0,18457.0,18522.0,18450.0,86
1740070800,18480.0,18506.0,18509.0,18424.0,112
1740074400,18544.0,18517.0,18544.0,18473.0,29
1740078000,18539.0,18535.0,18539.0,18523.0,18
1740081600,18473.0,18516.0,18526.0,18465.0,50
1740117600,18555.0,18455.0,18555.0,18445.0,89
1740121200,18545.0,18575.0,18607.0,18466.0,448
1740124800,18550.0,18561.0,18593.0,18500.0,54
1740128400,18415.0,18550.0,18564.0,18415.0,126
1740132000,18194.0,18415.0,18436.0,18162.0,374
1740135600,18185.0,18203.0,18203.0,17978.0,1405
1740139200,18030.0,18172.0,18172.0,18009.0,1472
1740142800,18083.0,18026.0,18149.0,17924.0,275
1740146400,18186.0,18101.0,18188.0,18101.0,8
1740150000,18226.0,18160.0,18232.0,18129.0,361
1740153600,18155.0,18229.0,18232.0,18100.0,158
1740157200,18171.0,18155.0,18171.0,18075.0,234
1740160800,18199.0,18205.0,18205.0,18180.0,24
1740164400,18200.0,18192.0,18202.0,18192.0,5
1740168000,18282.0,18223.0,18300.0,18202.0,39
1740376800,18335.0,18288.0,18360.0,18239.0,275
1740380400,18154.0,18330.0,18400.0,18121.0,352
1740384000,18168.0,18168.0,18261.0,18137.0,81
1740387600,18211.0,18175.0,18236.0,18109.0,92
1740391200,18164.0,18214.0,18226.0,18136.0,68
1740394800,18156.0,18190.0,18202.0,18156.0,21
1740398400,18155.0,18167.0,18182.0,18124.0,141
1740402000,18197.0,18151.0,18198.0,18079.0,348
1740405600,18281.0,18200.0,18344.0,18178.0,431
1740409200,18426.0,18280.0,18474.0,18259.0,472
1740412800,18272.0,18383.0,18388.0,18271.0,62
1740416400,18684.0,18333.0,18737.0,18318.0,308
1740420000,18676.0,18698.0,18750.0,18609.0,222
1740423600,18671.0,18670.0,18671.0,18623.0,87
1740427200,18862.0,18686.0,18875.0,18685.0,265
1740459600,18900.0,18900.0,18900.0,18864.0,63
1740463200,19050.0,18900.0,19135.0,18821.0,1109
1740466800,18898.0,19019.0,19019.0,18785.0,1092
1740470400,18778.0,18940.0,19041.0,18778.0,731
1740474000,18815.0,18772.0,18835.0,18746.0,137
1740477600,18772.0,18833.0,18874.0,18704.0,191
1740481200,18885.0,18776.0,18885.0,18771.0,45
1740484800,18855.0,18900.0,18953.0,18831.0,718
1740488400,18898.0,18859.0,18915.0,18855.0,428
1740492000,18890.0,18892.0,18895.0,18851.0,403
1740495600,18628.0,18883.0,18883.0,18565.0,483
1740499200,18667.0,18613.0,18699.0,18613.0,198
1740502800,18653.0,18643.0,18683.0,18607.0,99
1740506400,18710.0,18658.0,18729.0,18658.0,82
1740510000,18765.0,18698.0,18790.0,18698.0,170
1740513600,18689.0,18765.0,18765.0,18630.0,68
1740549600,18531.0,18669.0,18679.0,18510.0,598
1740553200,18545.0,18528.0,18552.0,17310.0,2382
1740556800,18473.0,18547.0,18567.0,18449.0,250
1740560400,18453.0,18472.0,18505.0,18376.0,235
1740564000,18200.0,18453.0,18498.0,18150.0,899
1740567600,18262.0,18232.0,18344.0,18132.0,971
1740571200,18167.0,18246.0,18293.0,18110.0,426
1740574800,18279.0,18148.0,18302.0,18080.0,318
1740578400,18277.0,18261.0,18341.0,18193.0,157
1740582000,18287.0,18310.0,18310.0,18182.0,103
1740585600,18167.0,18127.0,18203.0,18060.0,531
1740589200,18090.0,18160.0,18252.0,18020.0,275
1740592800,18040.0,18114.0,18114.0,18020.0,402
1740596400,18061.0,18028.0,18103.0,18020.0,93
1740600000,18090.0,18056.0,18090.0,18038.0,162
1740632400,18029.0,18035.0,18035.0,18029.0,23
1740636000,18150.0,18010.0,18216.0,17950.0,657
1740639600,18242.0,18159.0,18325.0,18144.0,852
1740643200,18131.0,18190.0,18204.0,18011.0,434
1740646800,18016.0,18164.0,18230.0,18016.0,436
1740650400,18160.0,18024.0,18160.0,17948.0,710
1740654000,18029.0,18110.0,18110.0,18010.0,123
1740657600,18185.0,18041.0,18292.0,18031.0,533
1740661200,18180.0,18165.0,18320.0,18063.0,451
1740664800,18180.0,18125.0,18180.0,18100.0,129
1740668400,18151.0,18197.0,18197.0,18076.0,123
1740672000,18042.0,18092.0,18094.0,17910.0,276
1740675600,17917.0,18030.0,18077.0,17870.0,495
1740679200,17952.0,17907.0,17952.0,17848.0,698
1740682800,17859.0,17962.0,17984.0,17820.0,304
1740686400,17835.0,17842.0,17855.0,17780.0,375
1740722400,17899.0,17872.0,17940.0,17847.0,181
1740726000,17596.0,17899.0,17940.0,17482.0,2318
1740729600,17680.0,17615.0,17685.0,17536.0,920
1740733200,17626.0,17694.0,17731.0,17571.0,394
1740736800,17696.0,17626.0,17703.0,17609.0,216
1740740400,17764.0,17701.0,17857.0,17696.0,261
1740744000,17652.0,17762.0,17762.0,17612.0,178
1740747600,17730.0,17644.0,17767.0,17644.0,152
1740751200,17843.0,17692.0,17910.0,17692.0,159
1740754800,17910.0,17849.0,17989.0,17844.0,449
1740758400,18100.0,17943.0,18100.0,17858.0,1433
1740762000,18269.0,18100.0,18339.0,18012.0,825
1740765600,18046.0,18279.0,18345.0,17791.0,1383
1740769200,18097.0,18036.0,18097.0,17957.0,295
1740772800,18200.0,18108.0,18250.0,18106.0,97
