time,close,open,high,low,volume
1739944800,137830.0,137830.0,137830.0,137830.0,1
1739948400,137811.0,137811.0,137811.0,137811.0,1
1739952000,134786.0,134786.0,134786.0,134786.0,1
1739962800,136926.0,136926.0,136926.0,136926.0,1
1739973600,140332.0,140332.0,140332.0,140332.0,1
1740034800,138496.0,140884.0,140884.0,138496.0,2
1740038400,139129.0,139129.0,139129.0,139129.0,1
1740045600,141533.0,141027.0,141533.0,141027.0,4
1740049200,139153.0,141853.0,141853.0,139153.0,3
1740067200,138845.0,138845.0,138845.0,138845.0,1
1740124800,143039.0,143203.0,144774.0,143039.0,4
1740128400,142225.0,143999.0,143999.0,142225.0,2
1740135600,140189.0,141647.0,141647.0,140189.0,2
1740376800,145000.0,144099.0,145000.0,144099.0,3
1740380400,145250.0,145500.0,145500.0,145000.0,7
1740384000,144152.0,144152.0,144152.0,144152.0,1
1740387600,142095.0,143143.0,143143.0,142095.0,2
1740391200,144227.0,144350.0,144554.0,144226.0,6
1740394800,145148.0,145148.0,145148.0,145148.0,1
1740402000,144600.0,144600.0,144600.0,144600.0,1
1740412800,144398.0,145796.0,145796.0,144398.0,2
1740427200,147761.0,147000.0,147761.0,147000.0,2
1740463200,150220.0,150199.0,150220.0,150199.0,3
1740466800,150219.0,150220.0,150220.0,150219.0,2
1740474000,148000.0,148000.0,148000.0,148000.0,1
1740477600,148000.0,148421.0,148421.0,148000.0,3
1740484800,149990.0,149990.0,149990.0,149990.0,1
1740488400,149882.0,149882.0,149882.0,149882.0,1
1740495600,148000.0,148127.0,148127.0,148000.0,6
1740502800,147431.0,147431.0,147431.0,147431.0,1
1740510000,148326.0,148326.0,148326.0,148326.0,1
1740553200,147361.0,145837.0,147361.0,145837.0,2
1740556800,146409.0,147000.0,147000.0,146409.0,9
1740560400,146612.0,146612.0,146612.0,146612.0,1
1740564000,144270.0,145000.0,145000.0,144270.0,2
1740571200,144270.0,143984.0,144270.0,143984.0,5
1740574800,143261.0,143500.0,144567.0,143261.0,5
1740582000,145438.0,144471.0,145438.0,144471.0,4
1740589200,141978.0,144000.0,144000.0,141978.0,3
1740596400,142200.0,142200.0,142200.0,142200.0,1
1740636000,142867.0,142867.0,142867.0,142867.0,1
1740639600,142899.0,142899.0,142899.0,142899.0,1
1740643200,141053.0,141053.0,141053.0,141053.0,1
1740646800,142392.0,142392.0,142392.0,142392.0,1
1740650400,142247.0,141053.0,142247.0,141053.0,5
1740657600,143500.0,143500.0,143500.0,143500.0,1
1740664800,144400.0,144452.0,144452.0,144183.0,5
1740668400,144696.0,144696.0,144696.0,144696.0,1
1740675600,143481.0,143481.0,143481.0,143481.0,1
1740682800,143518.0,143250.0,143518.0,143250.0,3
1740729600,140287.0,140400.0,140400.0,140287.0,3
1740733200,140975.0,140500.0,140975.0,140310.0,4
1740744000,138636.0,140150.0,140150.0,138636.0,7
1740754800,139842.0,140280.0,140280.0,139842.0,2
1740765600,142400.0,142700.0,142700.0,142400.0,2
1740772800,142438.0,140567.0,142438.0,140567.0,2
1740985200,138013.0,138761.0,138761.0,137170.0,3
1740988800,138013.0,138013.0,138013.0,138013.0,3
1740992400,138521.0,138521.0,138521.0,138521.0,1
1740996000,138800.0,138279.0,138800.0,138279.0,9
1741028400,140000.0,140000.0,140000.0,140000.0,1
1741075200,141425.0,141425.0,141425.0,141425.0,1
1741089600,141000.0,141000.0,141000.0,141000.0,1
1741093200,141400.0,141400.0,141400.0,141400.0,1
1741096800,141607.0,141607.0,141607.0,141607.0,2
1741107600,143036.0,143040.0,143040.0,143036.0,2
1741158000,143100.0,143100.0,143100.0,143100.0,3
1741161600,143100.0,143100.0,143100.0,143100.0,2
1741194000,142000.0,142000.0,142000.0,142000.0,1
1741248000,139940.0,138952.0,139940.0,138952.0,4
1741255200,140349.0,140349.0,140349.0,140349.0,1
1741266000,142450.0,142450.0,142450.0,142450.0,1
1741269600,143148.0,143095.0,143148.0,143095.0,3
1741273200,144213.0,144213.0,144213.0,144213.0,1
1741276800,143931.0,143840.0,143931.0,143840.0,2
1741280400,142387.0,142387.0,142387.0,142387.0,1
1741341600,143469.0,143469.0,143469.0,143469.0,1
1741356000,141000.0,142412.0,142412.0,141000.0,19
1741370400,143391.0,143391.0,143391.0,143391.0,1
1741590000,142669.0,143493.0,143496.0,142669.0,3
1741593600,141242.0,141832.0,141832.0,141242.0,2
1741600800,142130.0,142130.0,142130.0,142130.0,1
1741611600,143144.0,142580.0,143144.0,142580.0,2
1741615200,142000.0,142000.0,142000.0,142000.0,1
1741618800,141675.0,141675.0,141675.0,141675.0,2
1741622400,141649.0,141500.0,141649.0,141500.0,2
1741626000,140900.0,140900.0,140900.0,140900.0,1
1741672800,139932.0,139932.0,139932.0,139932.0,1
1741676400,141337.0,141337.0,141337.0,141337.0,1
1741690800,140645.0,140645.0,140645.0,140645.0,1
1741708800,141605.0,141008.0,141605.0,141008.0,2
1741716000,139692.0,141087.0,141087.0,139692.0,10
1741723200,141087.0,141087.0,141087.0,141087.0,1
1741762800,139360.0,139360.0,139360.0,139360.0,1
1741766400,139619.0,139360.0,139619.0,139360.0,2
1741773600,139818.0,139818.0,139818.0,139818.0,1
1741780800,140750.0,140750.0,140750.0,140750.0,1
1741784400,140733.0,140731.0,140733.0,140731.0,4
1741788000,140733.0,140733.0,140733.0,140733.0,2
1741802400,140517.0,140517.0,140517.0,140517.0,1
1741809600,140418.0,140418.0,140418.0,140418.0,1
1741849200,138477.0,138477.0,138477.0,138477.0,1
1741852800,137500.0,138160.0,138160.0,137100.0,5
1741856400,137586.0,137100.0,138015.0,135896.0,20
1741860000,138500.0,138020.0,140408.0,138020.0,24
1741863600,137550.0,137773.0,138200.0,137550.0,7
1741867200,136528.0,137025.0,137025.0,136528.0,2
1741874400,137131.0,137131.0,137131.0,137131.0,1
1741878000,137674.0,137551.0,137674.0,137551.0,4
1741881600,140119.0,140312.0,140800.0,140119.0,10
1741885200,139882.0,139810.0,139909.0,139709.0,6
1741888800,139171.0,139171.0,139171.0,139171.0,1
1741892400,140045.0,140045.0,140045.0,140045.0,1
1741896000,139008.0,139811.0,139811.0,139008.0,3
1741932000,137992.0,137254.0,138622.0,137253.0,11
1741939200,137871.0,138088.0,138105.0,137871.0,4
1741950000,137296.0,137350.0,137350.0,137296.0,2
1741960800,138766.0,138966.0,139563.0,138498.0,34
1741964400,137400.0,137600.0,137600.0,137400.0,3
1741975200,137321.0,137759.0,137759.0,137321.0,2
1741982400,138839.0,137467.0,138839.0,137467.0,10
1742191200,139800.0,139800.0,139800.0,139800.0,10
1742194800,139587.0,139351.0,139715.0,139220.0,31
1742198400,139975.0,139827.0,140080.0,139500.0,16
1742202000,140304.0,140048.0,140454.0,139898.0,16
1742205600,139600.0,140174.0,140174.0,139600.0,14
1742209200,140000.0,140461.0,140616.0,140000.0,10
1742212800,140283.0,140283.0,140283.0,140283.0,2
1742216400,141559.0,141365.0,141559.0,141346.0,11
1742220000,141675.0,141943.0,142280.0,141624.0,33
1742223600,141870.0,142136.0,142136.0,141870.0,9
1742227200,142382.0,142299.0,142391.0,142299.0,22
1742238000,142382.0,142382.0,142382.0,142382.0,1
1742241600,143083.0,142407.0,143083.0,142407.0,9
1742274000,143105.0,143105.0,143105.0,143105.0,5
1742277600,142990.0,143003.0,143003.0,142745.0,4
1742281200,142495.0,142746.0,142746.0,142039.0,30
1742284800,141242.0,141784.0,141784.0,141242.0,10
1742288400,140876.0,141184.0,141200.0,140876.0,4
1742295600,141678.0,141205.0,141680.0,141205.0,6
1742299200,141303.0,141656.0,141659.0,141303.0,6
1742302800,141300.0,141083.0,141300.0,141083.0,40
1742306400,141071.0,141160.0,141160.0,140769.0,27
1742310000,141256.0,141714.0,142127.0,140500.0,41
1742313600,141412.0,141420.0,141420.0,141412.0,4
1742317200,141300.0,141000.0,141300.0,141000.0,5
1742324400,140522.0,140522.0,140522.0,140522.0,4
1742328000,140823.0,140823.0,140823.0,140823.0,1
1742364000,139439.0,140240.0,140240.0,139439.0,8
1742367600,139500.0,138984.0,139500.0,138763.0,136
1742371200,140374.0,139500.0,140374.0,139500.0,81
1742374800,139922.0,140219.0,140219.0,139922.0,6
1742378400,140220.0,140140.0,140800.0,140140.0,17
1742382000,141536.0,140446.0,141600.0,140445.0,65
1742385600,141600.0,141600.0,141600.0,141300.0,13
1742389200,141300.0,141700.0,141800.0,141300.0,19
1742392800,140690.0,141301.0,141301.0,140606.0,15
1742396400,140229.0,140610.0,140610.0,140000.0,9
1742400000,140253.0,140009.0,140344.0,139955.0,12
1742403600,140169.0,140149.0,140390.0,140117.0,24
1742407200,140125.0,140170.0,140193.0,140105.0,12
1742410800,140199.0,140200.0,140200.0,140199.0,2
1742414400,140022.0,140106.0,140106.0,140022.0,4
1742450400,140517.0,140108.0,140517.0,140108.0,8
1742454000,140865.0,140554.0,141173.0,140285.0,39
1742457600,139487.0,140603.0,140777.0,139402.0,86
1742461200,139511.0,139911.0,139977.0,139117.0,50
1742464800,139173.0,139386.0,139401.0,139000.0,18
1742468400,139447.0,139100.0,139447.0,138687.0,24
1742472000,138632.0,139376.0,139376.0,138000.0,47
1742475600,139690.0,139299.0,139754.0,139299.0,16
1742479200,139900.0,139830.0,139900.0,139511.0,17
1742482800,138982.0,139955.0,140060.0,138982.0,14
1742486400,139178.0,139440.0,139440.0,139178.0,2
1742490000,139001.0,139228.0,139228.0,139001.0,3
1742497200,139232.0,139267.0,139377.0,139232.0,4
1742536800,139416.0,139309.0,139416.0,139100.0,11
1742540400,140165.0,139816.0,140165.0,139384.0,57
1742544000,140228.0,140203.0,140525.0,139982.0,122
1742547600,139902.0,139898.0,140279.0,139898.0,7
1742551200,138703.0,139882.0,139882.0,138294.0,57
1742554800,139000.0,138768.0,139089.0,138514.0,18
1742558400,138850.0,139000.0,139018.0,138802.0,13
1742562000,138952.0,139011.0,139224.0,138922.0,6
1742565600,138125.0,138946.0,138996.0,138125.0,11
1742569200,136976.0,138431.0,138433.0,136858.0,76
1742572800,137499.0,136850.0,137552.0,136796.0,10
1742576400,137352.0,137263.0,137352.0,137263.0,2
1742583600,137308.0,137450.0,137663.0,137308.0,3
1742587200,137799.0,137760.0,137799.0,137760.0,4
1742796000,137442.0,137105.0,137489.0,137037.0,8
1742799600,135379.0,137201.0,137201.0,135352.0,77
1742803200,134683.0,135565.0,135846.0,134647.0,66
1742806800,135500.0,134749.0,135690.0,134699.0,76
1742810400,134854.0,135007.0,135480.0,134854.0,47
1742814000,135198.0,135065.0,135469.0,135065.0,18
1742817600,135382.0,135146.0,135382.0,135146.0,4
1742821200,135176.0,135526.0,135526.0,135006.0,15
1742824800,133458.0,135005.0,135005.0,133341.0,110
1742828400,132630.0,133459.0,133459.0,132303.0,87
1742832000,132700.0,132302.0,132928.0,132072.0,42
1742835600,132931.0,132600.0,132931.0,132600.0,6
1742839200,132058.0,132906.0,132993.0,131566.0,70
1742842800,132297.0,132055.0,132367.0,132004.0,8
1742882400,133301.0,132993.0,133401.0,132809.0,26
1742886000,132569.0,133300.0,133300.0,132375.0,22
1742889600,133909.0,133000.0,133909.0,133000.0,64
1742893200,131864.0,133782.0,133782.0,131864.0,101
1742896800,132497.0,132050.0,132497.0,131666.0,49
1742900400,132415.0,132350.0,132896.0,132299.0,28
1742904000,132775.0,132441.0,132775.0,132124.0,21
1742907600,132254.0,132496.0,132503.0,132084.0,11
1742911200,132226.0,131930.0,132272.0,130704.0,109
1742914800,133305.0,132174.0,133305.0,132174.0,87
1742918400,134000.0,133305.0,134285.0,133305.0,40
1742922000,134085.0,134001.0,134251.0,133481.0,14
1742925600,134400.0,134587.0,134587.0,134396.0,3
1742929200,134300.0,134235.0,134389.0,134235.0,6
1742932800,134313.0,134220.0,134313.0,134200.0,12
1742968800,134964.0,134797.0,134964.0,134206.0,35
1742972400,134778.0,134322.0,134981.0,134026.0,29
1742976000,133821.0,134700.0,135232.0,133747.0,73
1742979600,133278.0,133900.0,133900.0,132861.0,96
1742983200,132300.0,133271.0,133271.0,132132.0,36
1742986800,131654.0,132353.0,132353.0,131600.0,49
1742990400,131651.0,131791.0,131812.0,131295.0,39
1742994000,131174.0,131715.0,131818.0,131037.0,61
1742997600,130677.0,131217.0,131480.0,130677.0,37
1743001200,130609.0,130987.0,130987.0,130609.0,19
1743004800,130732.0,130609.0,130799.0,130056.0,47
1743008400,130248.0,130709.0,130712.0,130248.0,14
1743012000,130478.0,130381.0,130478.0,130277.0,8
1743015600,130709.0,130584.0,130709.0,130471.0,4
1743019200,130119.0,130866.0,130866.0,130119.0,5
1743055200,128861.0,129746.0,129898.0,128789.0,26
1743058800,128060.0,128551.0,128551.0,127320.0,47
1743062400,127658.0,128197.0,128212.0,127658.0,21
1743066000,127900.0,127556.0,128292.0,127500.0,34
1743069600,127419.0,127779.0,127779.0,127327.0,35
1743073200,127008.0,127592.0,127882.0,127000.0,44
1743076800,125770.0,126592.0,126592.0,125679.0,40
1743080400,125712.0,125857.0,126016.0,125005.0,141
1743084000,125407.0,125763.0,126200.0,125032.0,64
1743087600,125720.0,125383.0,125720.0,125156.0,21
1743091200,125961.0,125521.0,126203.0,125519.0,17
1743094800,126050.0,126200.0,126395.0,126050.0,11
1743098400,125692.0,125850.0,126176.0,125420.0,17
1743102000,126016.0,125808.0,126047.0,125808.0,9
1743105600,125418.0,125811.0,125822.0,125404.0,6
1743138000,125398.0,125398.0,125398.0,125398.0,1
1743141600,124525.0,125026.0,125026.0,124213.0,68
1743145200,125621.0,124770.0,125920.0,124117.0,133
1743148800,122933.0,125628.0,125636.0,122680.0,174
1743152400,122702.0,122956.0,123305.0,122556.0,94
1743156000,121924.0,122443.0,122755.0,121924.0,31
1743159600,119586.0,121898.0,121898.0,119586.0,111
1743163200,120061.0,119737.0,120189.0,119242.0,98
1743166800,121100.0,119900.0,121704.0,119578.0,71
1743170400,121365.0,121183.0,121700.0,120845.0,28
1743174000,120657.0,121458.0,121458.0,120657.0,17
1743177600,120283.0,121025.0,121026.0,120283.0,6
1743181200,120178.0,120290.0,120290.0,119682.0,16
1743184800,119801.0,119918.0,119976.0,119757.0,9
1743188400,120161.0,120016.0,120253.0,120016.0,10
